0,0,-62.1719210711
10,0,-62.2564411706
20,0,-62.4059372241
30,0,-62.7555673564
40,0,-63.4631384442
50,0,-64.6408445535
60,0,-66.3140526281
70,0,-68.4271651313
80,0,-70.6583901795
90,0,-72.9722365194
100,0,-75.2469604412
110,0,-77.5765422021
120,0,-78.0719409783
130,0,-77.1230635130
140,0,-74.7901804080
150,0,-72.7192975267
160,0,-71.2696406218
170,0,-70.2374319730
180,0,-69.6746942483
190,0,-69.5096247516
200,0,-69.4742822685
210,0,-69.8976768290
220,0,-70.6221787818
230,0,-72.3227249058
240,0,-74.3707522186
250,0,-77.7740112783
260,0,-79.2252321660
270,0,-75.2073871829
280,0,-71.2560494815
290,0,-68.5496726132
300,0,-66.6026902761
310,0,-65.2262579570
320,0,-64.2759750922
330,0,-63.5837981543
340,0,-62.9625848552
350,0,-62.5546503697
360,0,-62.1719210711
0,15,-61.4882334341
10,15,-61.4785896492
20,15,-61.4539435708
30,15,-61.6309434804
40,15,-62.0254633196
50,15,-62.7352037452
60,15,-64.0197253702
70,15,-65.5055063306
80,15,-67.4025705303
90,15,-69.5466251039
100,15,-71.9525398754
110,15,-74.8866566489
120,15,-77.5055164008
130,15,-80.1478473053
140,15,-77.7167382458
150,15,-74.5470556976
160,15,-71.9611371810
170,15,-70.1509293363
180,15,-68.9515439092
190,15,-68.1925347156
200,15,-68.0290389925
210,15,-68.2373727163
220,15,-68.7363867686
230,15,-69.8829605705
240,15,-71.7327377001
250,15,-74.6438345809
260,15,-78.2055472060
270,15,-77.3814678221
280,15,-73.4570075622
290,15,-69.6963767280
300,15,-67.0760080758
310,15,-65.2732502521
320,15,-63.9912550381
330,15,-63.0576753798
340,15,-62.2458858514
350,15,-61.5798204736
360,15,-61.4882334341
0,30,-59.7932802567
10,30,-59.7684434333
20,30,-59.8226348612
30,30,-60.0568346686
40,30,-60.5371443554
50,30,-61.2964163904
60,30,-62.2933429804
70,30,-63.7618554921
80,30,-65.7380247857
90,30,-67.5815192651
100,30,-69.9755285300
110,30,-72.6979663773
120,30,-76.0027862579
130,30,-78.3915044063
140,30,-77.8172565948
150,30,-74.8540952825
160,30,-71.8040931770
170,30,-69.2958042917
180,30,-67.6237526113
190,30,-66.8277296899
200,30,-66.4737906265
210,30,-66.7354859460
220,30,-67.2730255598
230,30,-69.0156648776
240,30,-70.9471463619
250,30,-73.6139697632
260,30,-75.5435144621
270,30,-74.2455066959
280,30,-71.1707351003
290,30,-68.4213128363
300,30,-66.1673704326
310,30,-64.2699111894
320,30,-62.8562923782
330,30,-61.8732417423
340,30,-60.9613333611
350,30,-60.3420740639
360,30,-59.7932802567
0,45,-58.4429741682
10,45,-58.3463368826
20,45,-58.4682546629
30,45,-58.7147480456
40,45,-59.2012874995
50,45,-60.1474425112
60,45,-61.2386800989
70,45,-62.4535748187
80,45,-64.2161347875
90,45,-66.2544073720
100,45,-68.5357748002
110,45,-70.8949989175
120,45,-73.5694303192
130,45,-76.4774790598
140,45,-77.2090894174
150,45,-74.9320793273
160,45,-72.0986446636
170,45,-69.7085182723
180,45,-68.0628036516
190,45,-67.0289873617
200,45,-67.0164818351
210,45,-67.6780740570
220,45,-68.6558776993
230,45,-70.3732657179
240,45,-72.0159975779
250,45,-73.2787848844
260,45,-72.9862360039
270,45,-70.9453288586
280,45,-68.6486460529
290,45,-66.6181198981
300,45,-64.5800734628
310,45,-62.8480154489
320,45,-61.3417560640
330,45,-60.1873333166
340,45,-59.2945912887
350,45,-58.6257828004
360,45,-58.4429741682
0,60,-56.9248430590
10,60,-56.9487967673
20,60,-57.1335729915
30,60,-57.3258690795
40,60,-58.0137805762
50,60,-58.9362823928
60,60,-60.1390078778
70,60,-61.7492138321
80,60,-63.5261480416
90,60,-65.6154591313
100,60,-67.7464363887
110,60,-70.0303194582
120,60,-72.4955832103
130,60,-74.7624330634
140,60,-76.6979765083
150,60,-77.6458333647
160,60,-76.8533370112
170,60,-75.1433136346
180,60,-73.6506314557
190,60,-72.9839100836
200,60,-73.0011459779
210,60,-73.4932403624
220,60,-74.0988487475
230,60,-74.5785724418
240,60,-73.8862257788
250,60,-72.8092474260
260,60,-71.2711237230
270,60,-69.6271951967
280,60,-67.5943173993
290,60,-65.4605467826
300,60,-63.9024958505
310,60,-61.8859471932
320,60,-60.4768692313
330,60,-59.1177626349
340,60,-58.0551533537
350,60,-57.3567706289
360,60,-56.9248430590
0,75,-56.1211260416
10,75,-56.1561942726
20,75,-56.1688354808
30,75,-56.6364098248
40,75,-57.4429384510
50,75,-58.5026351556
60,75,-59.8156352879
70,75,-61.4475928001
80,75,-63.4433245212
90,75,-65.5297934503
100,75,-67.7531961507
110,75,-69.8125265631
120,75,-71.8102500893
130,75,-74.1826200136
140,75,-76.0554717811
150,75,-78.6632347546
160,75,-81.6277722734
170,75,-84.9334486589
180,75,-84.9738607625
190,75,-83.0958478134
200,75,-81.9180947417
210,75,-79.8183760077
220,75,-77.2924446821
230,75,-75.0096240793
240,75,-73.0257931830
250,75,-71.4829851133
260,75,-70.2175132791
270,75,-68.6353581776
280,75,-66.9848751855
290,75,-65.3384514180
300,75,-63.6104930518
310,75,-61.9088996191
320,75,-60.3505114969
330,75,-58.7920666730
340,75,-57.5378967151
350,75,-56.6161028438
360,75,-56.1211260416
0,90,-55.7961902819
10,90,-55.8837471103
20,90,-56.1426295175
30,90,-56.5906515876
40,90,-57.2461073857
50,90,-58.3966861464
60,90,-59.9649094283
70,90,-61.5845749740
80,90,-63.5864266379
90,90,-66.2932088538
100,90,-68.4898745678
110,90,-70.3046498442
120,90,-72.1522843672
130,90,-73.9891728670
140,90,-75.2809920105
150,90,-75.8829771040
160,90,-75.0156334151
170,90,-73.5831657140
180,90,-73.0017266564
190,90,-72.1763525581
200,90,-71.4094494205
210,90,-71.5037023995
220,90,-72.2882573726
230,90,-73.0131959051
240,90,-72.8877568373
250,90,-72.2450114913
260,90,-70.8967703985
270,90,-69.2650002178
280,90,-67.5607709469
290,90,-65.9347398196
300,90,-64.1843341004
310,90,-62.3946308314
320,90,-60.4347289503
330,90,-58.9592661957
340,90,-57.7306407209
350,90,-56.6920555228
360,90,-55.7961902819
0,105,-56.9600111135
10,105,-57.1726724946
20,105,-57.2541485136
30,105,-57.5991031481
40,105,-58.2555349735
50,105,-59.2124556329
60,105,-60.2768601818
70,105,-61.7197570262
80,105,-63.3866733879
90,105,-65.2924023594
100,105,-67.2750143850
110,105,-69.3347745334
120,105,-71.2405842617
130,105,-73.7168503703
140,105,-75.7558691422
150,105,-76.6748128174
160,105,-75.2996676377
170,105,-73.7563692958
180,105,-71.8636272268
190,105,-70.7693649499
200,105,-70.2382554397
210,105,-69.9937940559
220,105,-70.3555652099
230,105,-71.0565819554
240,105,-71.8943221329
250,105,-72.1742173019
260,105,-71.5049867828
270,105,-70.1477671464
280,105,-68.6009854682
290,105,-66.9049069676
300,105,-65.2543331774
310,105,-63.8436949421
320,105,-62.1359289711
330,105,-60.6843399562
340,105,-59.2148711280
350,105,-58.0281336797
360,105,-56.9600111135
0,120,-59.4023354528
10,120,-59.4669965730
20,120,-59.5439767298
30,120,-60.0422441607
40,120,-60.7542173656
50,120,-61.4172850750
60,120,-61.9327790585
70,120,-62.7731976504
80,120,-63.9896882872
90,120,-65.5852108745
100,120,-67.2669920565
110,120,-69.3958929392
120,120,-71.8294279346
130,120,-74.6131824538
140,120,-77.9071937935
150,120,-79.5981588347
160,120,-77.0365245624
170,120,-73.6821981035
180,120,-71.3227441028
190,120,-69.5977121422
200,120,-68.8981608506
210,120,-68.6730391209
220,120,-69.2536801661
230,120,-70.2735205477
240,120,-71.7686234713
250,120,-72.3226340052
260,120,-71.8776782294
270,120,-70.9253283510
280,120,-69.7411773310
290,120,-68.1230760071
300,120,-66.5606579758
310,120,-65.4131692807
320,120,-64.0396163445
330,120,-62.6738129665
340,120,-60.9409387001
350,120,-59.7039906625
360,120,-59.4023354528
0,135,-62.5459532935
10,135,-62.5526756914
20,135,-62.9454367153
30,135,-63.8249072980
40,135,-64.6823826732
50,135,-64.8754916259
60,135,-64.4107645338
70,135,-64.4059204077
80,135,-65.2555840214
90,135,-66.5478234885
100,135,-68.5542756303
110,135,-70.7600417889
120,135,-73.7787501190
130,135,-76.8582175627
140,135,-82.6517053309
150,135,-79.6426411274
160,135,-74.7158435255
170,135,-70.8677127154
180,135,-68.7313527611
190,135,-67.3071488923
200,135,-66.6346042804
210,135,-66.6315801064
220,135,-67.5272167416
230,135,-69.2347236237
240,135,-70.9773877567
250,135,-72.6161809678
260,135,-73.3041521701
270,135,-72.5039371373
280,135,-71.7403154447
290,135,-71.0864778659
300,135,-70.4796567726
310,135,-70.4014456216
320,135,-69.3317201807
330,135,-67.3569310262
340,135,-65.0510766821
350,135,-63.4074666641
360,135,-62.5459532935
0,150,-67.1630818508
10,150,-67.1093560904
20,150,-67.6183138494
30,150,-68.7425540474
40,150,-68.9064989080
50,150,-67.4738408037
60,150,-65.8954265905
70,150,-65.0949131274
80,150,-65.6666684623
90,150,-66.9150050287
100,150,-68.3791757599
110,150,-69.8731158177
120,150,-71.8390141956
130,150,-74.7554583003
140,150,-79.0621309719
150,150,-77.3198841429
160,150,-73.6667626989
170,150,-70.4197568142
180,150,-68.7461679133
190,150,-67.4929390773
200,150,-66.9566090915
210,150,-66.9104154244
220,150,-67.5205125902
230,150,-69.2352981192
240,150,-71.7166161879
250,150,-74.8077595192
260,150,-75.8561918364
270,150,-74.8682694959
280,150,-73.5497565326
290,150,-72.8854666018
300,150,-72.9168839577
310,150,-73.9373185360
320,150,-75.7584648160
330,150,-75.1736134945
340,150,-70.7692715310
350,150,-68.1236928849
360,150,-67.1630818508
0,165,-72.7351806921
10,165,-72.5991483555
20,165,-72.9683064036
30,165,-72.7011178726
40,165,-70.4454396792
50,165,-67.8788875289
60,165,-66.0096724398
70,165,-65.2358794378
80,165,-65.6049100486
90,165,-66.6537979634
100,165,-68.1876060054
110,165,-69.8238378739
120,165,-72.4108447655
130,165,-75.9672916650
140,165,-78.8946414468
150,165,-75.1347076909
160,165,-71.8172192955
170,165,-69.6456799435
180,165,-68.7195974899
190,165,-67.8562938484
200,165,-67.4036367031
210,165,-67.5288122303
220,165,-68.3426852146
230,165,-69.9441444316
240,165,-72.1285359012
250,165,-75.7290561713
260,165,-79.9971987475
270,165,-78.3677600356
280,165,-75.1368819931
290,165,-73.4022457059
300,165,-72.1601332654
310,165,-72.3033239942
320,165,-73.4173049625
330,165,-77.1940912271
340,165,-79.3585528950
350,165,-75.6067016776
360,165,-72.7351806921
0,180,-72.9617620387
10,180,-72.9567680774
20,180,-71.8815518350
30,180,-70.3575076468
40,180,-68.5370092504
50,180,-66.7283981178
60,180,-65.4954166798
70,180,-64.9742321311
80,180,-65.4088169954
90,180,-66.6914224610
100,180,-68.1495444433
110,180,-69.7281867244
120,180,-72.0091514275
130,180,-75.3460632197
140,180,-76.8604181079
150,180,-73.8869348158
160,180,-71.1650943028
170,180,-69.3559392774
180,180,-68.1718758407
190,180,-67.3724912666
200,180,-67.4679508038
210,180,-67.6748498800
220,180,-68.6680272203
230,180,-70.0011167089
240,180,-72.1504582503
250,180,-75.9178785248
260,180,-81.1339036088
270,180,-81.0852924831
280,180,-76.4837112708
290,180,-73.5340478835
300,180,-71.6089037725
310,180,-71.0810063400
320,180,-71.6036499649
330,180,-73.1668676761
340,180,-76.3874196470
350,180,-77.5617156620
360,180,-72.9617620387
